NOC,Gold,Silver,Bronze,Total
USA,16,8,6,30
CHN,5,2,3,10
FRA,4,2,1,7
NED,2,1,1,4
RSA,2,1,0,3
AUS,1,6,3,10
HUN,1,0,1,2
LTU,1,0,0,1
JPN,0,3,8,11
RUS,0,2,2,4
BLR,0,2,0,2
KOR,0,2,0,2
ESP,0,2,0,2
GBR,0,1,2,3
BRA,0,1,1,2
CAN,0,1,1,2
TUN,0,0,1,1